id,user_id,paper_id,comments,is_relevant,type
1505,1,1,,,
1506,1,18,,0,
1507,1,19,,0,
1508,1,20,,0,
1509,1,21,,,
1510,1,22,,0,
1511,1,23,,0,
1512,1,24,,,
1513,1,25,,0,
1514,1,26,,0,
1515,1,27,,,
1516,1,28,,,
1517,1,30,,,
1518,1,31,,,
1519,1,32,,,
1520,1,33,,,
1521,1,34,,0,
1522,1,35,,,
1523,1,36,,,
1524,1,37,,,
1525,1,38,,,
1526,1,39,,0,
1527,1,40,,,
1528,1,41,,,
1529,1,42,,,
1530,1,43,,,
1531,1,44,,1,
1532,1,45,,,
1533,1,46,,,
1534,1,47,,,
1535,1,48,,,
1536,1,49,,,
1537,1,50,,1,
1538,1,51,,,
1539,1,52,,,
1540,1,53,,0,
1541,1,54,,,
1542,1,55,,,
1543,1,56,,,
1544,1,57,,,
1545,1,58,,0,
1546,1,59,,,
1547,1,60,,,
1548,1,61,,,
1549,1,62,,,
1550,1,63,,,
1551,1,64,,,
1552,1,65,,,
1553,1,66,,,
1554,1,67,,,
1555,1,68,,,
1556,1,69,,,
1557,1,70,,,
1558,1,71,,,
1559,1,72,,1,
1560,1,73,,,
1561,1,74,,,
1562,1,75,,,
1563,1,76,,,
1564,1,77,,,
1565,1,78,,,
1566,1,79,,,
1567,1,80,,,
1568,1,81,,,
1569,1,82,,0,
1570,1,83,,,
1571,1,84,,,
1572,1,85,,,
1573,1,86,,,
1574,1,87,,0,
1575,1,88,,,
1576,1,89,,0,Survey
1577,1,90,,,
1578,1,91,,,
1579,1,92,,0,
1580,1,93,,1,
1581,1,94,,,
1582,1,95,,,
1583,1,96,,0,
1584,1,97,,,
1585,1,98,,,
1586,1,99,,,
1587,1,100,,,
1588,1,101,,,
1589,1,102,,,
1590,1,103,,,
1591,1,104,,,
1592,1,105,,,
1593,1,112,,,
1594,1,114,,,
1595,1,115,,,
1596,1,116,,,
1597,1,117,,,
1598,1,118,,,
1599,1,119,,,
1600,1,120,,,
1601,1,121,,,
1602,1,122,,,
1603,1,123,,,
1604,1,124,,,
1605,1,125,,,
1606,1,126,,,
1607,1,127,,,
1608,1,128,,,
1609,1,129,,,
1610,1,130,,,
1611,1,131,,,
1612,1,139,,,
1613,1,140,,,
1614,1,141,,,
1615,1,142,,,
1616,1,143,,,
1617,1,144,,,
1618,1,145,,,
1619,1,146,,,
1620,1,147,,,
1621,1,148,,,
1622,1,149,,,
1623,1,150,,0,Survey
1624,1,151,,,
1625,1,152,,,
1626,1,153,,,
1627,1,154,,,
1628,1,155,,,
1629,1,156,,,
1630,1,157,,0,Survey
1631,1,158,,,
1632,1,159,,,
1633,1,160,,,
1634,1,161,,,
1635,1,162,,,
1636,1,163,,,
1637,1,164,,,
1638,1,165,,,
1639,1,166,,,
1640,1,167,,,
1641,1,168,,,
1642,1,169,,0,Survey
1643,1,171,,,
1644,1,172,,,
1645,1,173,,,
1646,1,174,,,
1647,1,175,,,
1648,1,176,,,
1649,1,177,,,
1650,1,178,,0,
1651,1,179,,,
1652,1,180,,,
1653,1,181,,,
1654,1,182,,,
1655,1,183,,,
1656,1,184,,,
1657,1,185,,,
1658,1,186,,,
1659,1,187,,,
1660,1,188,,,
1661,1,189,,,
1662,1,190,,,
1663,1,191,,,
1664,1,192,,,
1665,1,193,,0,
1666,1,194,,0,
1667,1,195,,0,
1668,1,196,,0,
1669,1,197,,0,
1670,1,198,,0,
1671,1,199,,0,
1672,1,200,,0,
1673,1,201,,0,
1674,1,202,,0,
1675,1,203,,0,
1676,1,204,,0,Survey
1677,1,205,,,
1678,1,206,,0,
1679,1,207,,,
1680,1,208,,,
1681,1,209,,1,
1682,1,210,,1,
1683,1,211,,1,
1684,1,212,,1,
1685,1,213,,1,
1686,1,214,,1,
1687,1,215,,1,
1688,1,216,,1,Survey
1689,1,217,,0,
1690,1,218,,0,
1691,1,219,,,
1692,1,220,,0,
1693,1,221,,1,
1694,1,222,,,
1695,1,223,,,
1696,1,224,,,
1697,1,225,,,
1698,1,226,,,
1699,1,227,,,
1700,1,228,,,
1701,1,229,,,
1702,1,230,,,
1703,1,231,,0,
1704,1,232,,,
1705,1,233,,,
1706,1,234,,0,
1707,1,235,,,
1708,1,236,,,
1709,1,237,,,
1710,1,238,,,
1711,1,239,,0,
1712,1,240,,,
1713,1,241,,,
1714,1,242,,,
1715,1,243,,,
1716,1,244,,,
1717,1,245,,,
1718,1,246,,,
1719,1,247,,,
1720,1,249,,,
1721,1,250,,,
1722,1,251,,,
1723,1,252,,,
1724,1,253,,,
1725,1,254,,0,
1726,1,255,,,
1727,1,256,,,
1728,1,257,,,
1729,1,258,,,
1730,1,259,,,
1731,1,260,,,
1732,1,261,,,
1733,1,262,,,
1734,1,263,,0,
1735,1,264,,,
1736,1,265,,,
1737,1,266,,,
1738,1,267,,,
1739,1,268,,,
1740,1,269,,,
1741,1,270,,,
1742,1,271,,,
1743,1,272,,,
1744,1,273,,,
1745,1,274,,,
1746,1,275,,,
1747,1,276,,0,
1748,1,277,,,
1749,1,278,,,
1750,1,279,,,
1751,1,280,,,
1752,1,281,,,
1753,1,282,,,
1754,1,283,,,
1755,1,284,,,
1756,1,285,,,
1757,1,286,,,
1758,1,287,,,
1759,1,288,,,
1760,1,289,,,
1761,1,290,,,
1762,1,291,,,
1763,1,292,,0,
1764,1,293,,,
1765,1,294,,,
1766,1,295,,,
1767,1,296,,,
1768,1,297,,,
1769,1,298,,,
1770,1,299,,0,Survey
1771,1,300,,,
1772,1,301,,,
1773,1,302,,,
1774,1,303,,,
1775,1,304,,,
1776,1,305,,,
1777,1,306,,,
1778,1,307,,,
1779,1,308,,,
1780,1,309,,,
1781,1,310,,,
1782,1,311,,,
1783,1,312,,,
1784,1,313,,,
1785,1,314,,,
1786,1,315,,,
1787,1,316,,,
1788,1,317,,0,
1789,1,318,,,
1790,1,319,,,
1791,1,320,,,
1792,1,321,,,
1793,1,322,,,
1794,1,323,,,
1795,1,324,,,
1796,1,325,,,
1797,1,327,,,
1798,1,328,,,
1799,1,329,,,
1800,1,330,,,
1801,1,331,,,
1802,1,332,,,
1803,1,333,,,
1804,1,334,,,
1805,1,335,,,
1806,1,336,,,
1807,1,337,,,
1808,1,338,,,
1809,1,339,,,
1810,1,340,,,
1811,1,341,,,
1812,1,342,,,
1813,1,343,,,
1814,1,344,,,
1815,1,345,,,
1816,1,346,,,
1817,1,347,,,
1818,1,348,,,
1819,1,349,,,
1820,1,350,,0,
1821,1,351,,,
1822,1,356,,,
1823,1,357,,,
1824,1,358,,,
1825,1,359,,,
1826,1,360,,,
1827,1,361,,,
1828,1,362,,,
1829,1,363,,,
1830,1,364,,,
1831,1,365,,,
1832,1,366,,,
1833,1,367,,,
1834,1,368,,,
1835,1,369,,,
1836,1,370,,,
1837,1,371,,0,
1838,1,372,,,
1839,1,373,,,
1840,1,374,,,
1841,1,375,,,
1842,1,376,,,
1843,1,377,,,
1844,1,378,,,
1845,1,379,,,
1846,1,380,,,
1847,1,381,,,
1848,1,382,,,
1849,1,383,,,
1850,1,384,,,
1851,1,385,,,
1852,1,386,,,
1853,1,387,,,
1854,1,388,,,
1855,1,389,,,
1856,1,390,,,
1857,1,391,,,
1858,1,392,,,
1859,1,393,,,
1860,1,394,,,
1861,1,395,,,
1862,1,396,,,
1863,1,397,,,
1864,1,398,,,
1865,1,399,,,
1866,1,400,,,
1867,1,401,,,
1868,1,402,,,
1869,1,403,,,
1870,1,404,,,
1871,1,405,,,
1872,1,406,,,
1873,1,407,,,
1874,1,408,,,
1875,1,409,,,
1876,1,410,,,
1877,1,411,,,
1878,1,412,,,
1879,1,413,,,
1880,1,414,,,
1881,1,415,,,
1882,1,416,,,
1883,1,417,,0,
1884,1,418,,,
1885,1,419,,,
1886,1,420,,,
1887,1,421,,,
1888,1,422,,,
1889,1,423,,,
1890,1,424,,,
1891,1,425,,,
1892,1,426,,,
1893,1,427,,,
1894,1,428,,0,
1895,1,429,,,
1896,1,430,,,
1897,1,431,,,
1898,1,432,,,
1899,1,433,,,
1900,1,434,,,
1901,1,435,,,
1902,1,436,,,
1903,1,437,,,
1904,1,438,,,
1905,1,439,,,
1906,1,440,,,
1907,1,441,,,
1908,1,442,,,
1909,1,443,,,
1910,1,444,,,
1911,1,445,,,
1912,1,446,,,
1913,1,447,,,
1914,1,448,,,
1915,1,449,,,
1916,1,450,,,
1917,1,451,,,
1918,1,452,,,
1919,1,453,,,
1920,1,454,,,
1921,1,455,,,
1922,1,456,,,
1923,1,457,,,
1924,1,458,,,
1925,1,459,,,
1926,1,460,,,
1927,1,461,,,
1928,1,462,,,
1929,1,463,,,
1930,1,464,,,
1931,1,465,,,
1932,1,466,,,
1933,1,467,,,
1934,1,468,,,
1935,1,469,,,
1936,1,470,,0,
1937,1,471,,,
1938,1,472,,,
1939,1,473,,,
1940,1,474,,,
1941,1,475,,,
1942,1,476,,,
1943,1,477,,,
1944,1,478,,,
1945,1,479,,,
1946,1,480,,,
1947,1,481,,0,
1948,1,482,,,
1949,1,483,,,
1950,1,484,,,
1951,1,485,,,
1952,1,486,,,
1953,1,487,,,
1954,1,488,,,
1955,1,489,,,
1956,1,490,,,
1957,1,491,,0,Survey
1958,1,492,,,
1959,1,493,,,
1960,1,494,,,
1961,1,495,,,
1962,1,496,,,
1963,1,497,,,
1964,1,498,,,
1965,1,499,,,
1966,1,500,,,
1967,1,501,,,
1968,1,502,,,
1969,1,503,,,
1970,1,504,,,
1971,1,505,,,
1972,1,506,,,
1973,1,507,,,
1974,1,508,,,
1975,1,509,,,
1976,1,510,,,
1977,1,511,,0,
1978,1,512,,0,
1979,1,513,,,
1980,1,514,,,
1981,1,515,,,
1982,1,516,,,
1983,1,517,,,
1984,1,518,,,
1985,1,519,,,
1986,1,520,,,
1987,1,521,,,
1988,1,522,,,
1989,1,523,,,
1990,1,524,,,
1991,1,525,,,
1992,1,526,,,
1993,1,527,,,
1994,1,528,,,
1995,1,529,,,
1996,1,530,,,
1997,1,531,,,
1998,1,532,,,
1999,1,533,,,
2000,1,534,,,
2001,1,535,,,
2002,1,536,,,
2003,1,537,,,
2004,1,538,,,
2005,1,539,,,
2006,1,540,,,
2007,1,541,,,
2008,1,542,,,
2009,1,543,,,
2010,1,544,,,
2011,1,545,,,
2012,1,546,,,
2013,1,547,,,
2014,1,548,,,
2015,1,549,,,
2016,1,550,,,
2017,1,551,,,
2018,1,552,,,
2019,1,553,,,
2020,1,554,,,
2021,1,555,,0,
2022,1,556,,,
2023,1,557,,,
2024,1,558,,,
2025,1,559,,,
2026,1,560,,,
2027,1,561,,,
2028,1,562,,,
2029,1,563,,,
2030,1,564,,,
2031,1,565,,,
2032,1,566,,,
2033,1,567,,,
2034,1,568,,,
2035,1,569,,,
2036,1,570,,,
2037,1,571,,,
2038,1,572,,,
2039,1,573,,,
2040,1,574,,,
2041,1,575,,,
2042,1,576,,,
2043,1,577,,,
2044,1,578,,,
2045,1,579,,,
2046,1,580,,,
2047,1,581,,0,
2048,1,582,,,
2049,1,583,,,
2050,1,584,,,
2051,1,585,,,
2052,1,586,,,
2053,1,587,,,
2054,1,588,,,
2055,1,589,,,
2056,1,590,,,
2057,1,591,,,
2058,1,592,,,
2059,1,593,,,
2060,1,594,,,
2061,1,595,,,
2062,1,596,,,
2063,1,597,,,
2064,1,598,,,
2065,1,599,,,
2066,1,600,,,
2067,1,601,,,
2068,1,602,,,
2069,1,603,,,
2070,1,604,,,
2071,1,605,,,
2072,1,606,,,
2073,1,607,,,
2074,1,608,,,
2075,1,609,,,
2076,1,610,,,
2077,1,611,,,
2078,1,612,,,
2079,1,613,,,
2080,1,614,,,
2081,1,615,,,
2082,1,616,,,
2083,1,617,,,
2084,1,618,,,
2085,1,619,,0,Survey
2086,1,620,,,
2087,1,621,,,
2088,1,622,,,
2089,1,623,,,
2090,1,624,,,
2091,1,625,,,
2092,1,626,,,
2093,1,627,,,
2094,1,628,,,
2095,1,629,,,
2096,1,630,,,
2097,1,631,,,
2098,1,632,,,
2099,1,633,,,
2100,1,634,,,
2101,1,635,,,
2102,1,636,,,
2103,1,637,,,
2104,1,638,,,
2105,1,639,,,
2106,1,640,,,
2107,1,641,,,
2108,1,642,,,
2109,1,643,,,
2110,1,644,,,
2111,1,645,,,
2112,1,646,,,
2113,1,647,,,
2114,1,648,,,
2115,1,649,,,
2116,1,650,,,
2117,1,651,,,
2118,1,652,,,
2119,1,653,,,
2120,1,654,,,
2121,1,655,,,
2122,1,656,,,
2123,1,657,,,
2124,1,658,,,
2125,1,659,,,
2126,1,660,,,
2127,1,661,,,
2128,1,662,,,
2129,1,663,,,
2130,1,664,,,
2131,1,665,,,
2132,1,666,,,
2133,1,667,,,
2134,1,668,,,
2135,1,669,,,
2136,1,670,,,
2137,1,671,,,
2138,1,672,,,
2139,1,673,,,
2140,1,674,,,
2141,1,675,,,
2142,1,676,,,
2143,1,677,,,
2144,1,678,,,
2145,1,679,,,
2146,1,680,,,
2147,1,681,,,
2148,1,682,,,
2149,1,683,,,
2150,1,684,,,
2151,1,685,,,
2152,1,686,,,
2153,1,687,,,
2154,1,688,,,
2155,1,689,,,
2156,1,690,,,
2157,1,691,,,
2158,1,692,,,
2159,1,693,,,
2160,1,694,,,
2161,1,695,,,
2162,1,696,,,
2163,1,697,,,
2164,1,698,,,
2165,1,699,,,
2166,1,700,,,
2167,1,701,,0,
2168,1,702,,,
2169,1,703,,,
2170,1,704,,,
2171,1,705,,,
2172,1,706,,,
2173,1,707,,,
2174,1,708,,,
2175,1,709,,,
2176,1,710,,,
2177,1,711,,,
2178,1,712,,,
2179,1,713,,,
2180,1,714,,,
2181,1,715,,,
2182,1,716,,,
2183,1,717,,,
2184,1,718,,,
2185,1,719,,,
2186,1,720,,,
2187,1,721,,,
2188,1,722,,,
2189,1,723,,,
2190,1,724,,,
2191,1,725,,,
2192,1,726,,,
2193,1,727,,,
2194,1,728,,,
2195,1,729,,,
2196,1,730,,,
2197,1,731,,,
2198,1,732,,0,Survey
2199,1,733,,,
2200,1,734,,,
2201,1,735,,,
2202,1,736,,,
